Word;Lexeme;Person;Number;Tense;Voice;Mood;Extension;Gloss;WordOld;Aspect;Tense2;WordSyl;WordSyl2 
nandikurwa;kwandika;one;sg;present;passive;indicative;reversive;to write;nandikurwa;perfective;present;.na.ndi.ku.rwa.;na.ndi.ku.rwa
wandikwa;kwandika;two;sg;present;passive;indicative;neutral;to write;wandikwa;perfective;present;.wa.ndi.kwa.;wa.ndi.kwa
wandikishwa;kwandika;two;sg;present;passive;indicative;causative;to write;wandikishwa;perfective;present;.wa.ndi.ki.shwa.;wa.ndi.ki.shwa
wandikirwa;kwandika;two;sg;present;passive;indicative;applicative;to write;wandikirwa;perfective;present;.wa.ndi.ki.rwa.;wa.ndi.ki.rwa
wandikanwa;kwandika;two;sg;present;passive;indicative;comitative;to write;wandikanwa;perfective;present;.wa.ndi.ka.nwa.;wa.ndi.ka.nwa
wandikagurwa;kwandika;two;sg;present;passive;indicative;frequentative;to write;wandikagurwa;perfective;present;.wa.ndi.ka.gu.rwa.;wa.ndi.ka.gu.rwa
wandikururwa;kwandika;two;sg;present;passive;indicative;iterative;to write;wandikururwa;perfective;present;.wa.ndi.ku.ru.rwa.;wa.ndi.ku.ru.rwa
wandikurwa;kwandika;two;sg;present;passive;indicative;reversive;to write;wandikurwa;perfective;present;.wa.ndi.ku.rwa.;wa.ndi.ku.rwa
yandikwa;kwandika;three;sg;present;passive;indicative;neutral;to write;yandikwa;perfective;present;.ya.ndi.kwa.;ya.ndi.kwa
yandikishwa;kwandika;three;sg;present;passive;indicative;causative;to write;yandikishwa;perfective;present;.ya.ndi.ki.shwa.;ya.ndi.ki.shwa
yandikirwa;kwandika;three;sg;present;passive;indicative;applicative;to write;yandikirwa;perfective;present;.ya.ndi.ki.rwa.;ya.ndi.ki.rwa
yandikanwa;kwandika;three;sg;present;passive;indicative;comitative;to write;yandikanwa;perfective;present;.ya.ndi.ka.nwa.;ya.ndi.ka.nwa
yandikagurwa;kwandika;three;sg;present;passive;indicative;frequentative;to write;yandikagurwa;perfective;present;.ya.ndi.ka.gu.rwa.;ya.ndi.ka.gu.rwa
yandikururwa;kwandika;three;sg;present;passive;indicative;iterative;to write;yandikururwa;perfective;present;.ya.ndi.ku.ru.rwa.;ya.ndi.ku.ru.rwa
yandikurwa;kwandika;three;sg;present;passive;indicative;reversive;to write;yandikurwa;perfective;present;.ya.ndi.ku.rwa.;ya.ndi.ku.rwa
twandikwa;kwandika;one;pl;present;passive;indicative;neutral;to write;twandikwa;perfective;present;.twa.ndi.kwa.;twa.ndi.kwa
twandikishwa;kwandika;one;pl;present;passive;indicative;causative;to write;twandikishwa;perfective;present;.twa.ndi.ki.shwa.;twa.ndi.ki.shwa
twandikirwa;kwandika;one;pl;present;passive;indicative;applicative;to write;twandikirwa;perfective;present;.twa.ndi.ki.rwa.;twa.ndi.ki.rwa
twandikanwa;kwandika;one;pl;present;passive;indicative;comitative;to write;twandikanwa;perfective;present;.twa.ndi.ka.nwa.;twa.ndi.ka.nwa
twandikagurwa;kwandika;one;pl;present;passive;indicative;frequentative;to write;twandikagurwa;perfective;present;.twa.ndi.ka.gu.rwa.;twa.ndi.ka.gu.rwa
twandikururwa;kwandika;one;pl;present;passive;indicative;iterative;to write;twandikururwa;perfective;present;.twa.ndi.ku.ru.rwa.;twa.ndi.ku.ru.rwa
twandikurwa;kwandika;one;pl;present;passive;indicative;reversive;to write;twandikurwa;perfective;present;.twa.ndi.ku.rwa.;twa.ndi.ku.rwa
mwandikwa;kwandika;two;pl;present;passive;indicative;neutral;to write;mwandikwa;perfective;present;.mwa.ndi.kwa.;mwa.ndi.kwa
mwandikishwa;kwandika;two;pl;present;passive;indicative;causative;to write;mwandikishwa;perfective;present;.mwa.ndi.ki.shwa.;mwa.ndi.ki.shwa
mwandikirwa;kwandika;two;pl;present;passive;indicative;applicative;to write;mwandikirwa;perfective;present;.mwa.ndi.ki.rwa.;mwa.ndi.ki.rwa
mwandikanwa;kwandika;two;pl;present;passive;indicative;comitative;to write;mwandikanwa;perfective;present;.mwa.ndi.ka.nwa.;mwa.ndi.ka.nwa
mwandikagurwa;kwandika;two;pl;present;passive;indicative;frequentative;to write;mwandikagurwa;perfective;present;.mwa.ndi.ka.gu.rwa.;mwa.ndi.ka.gu.rwa
mwandikururwa;kwandika;two;pl;present;passive;indicative;iterative;to write;mwandikururwa;perfective;present;.mwa.ndi.ku.ru.rwa.;mwa.ndi.ku.ru.rwa
mwandikurwa;kwandika;two;pl;present;passive;indicative;reversive;to write;mwandikurwa;perfective;present;.mwa.ndi.ku.rwa.;mwa.ndi.ku.rwa
bandikwa;kwandika;three;pl;present;passive;indicative;neutral;to write;bandikwa;perfective;present;.ba.ndi.kwa.;ba.ndi.kwa
bandikishwa;kwandika;three;pl;present;passive;indicative;causative;to write;bandikishwa;perfective;present;.ba.ndi.ki.shwa.;ba.ndi.ki.shwa
bandikirwa;kwandika;three;pl;present;passive;indicative;applicative;to write;bandikirwa;perfective;present;.ba.ndi.ki.rwa.;ba.ndi.ki.rwa
bandikanwa;kwandika;three;pl;present;passive;indicative;comitative;to write;bandikanwa;perfective;present;.ba.ndi.ka.nwa.;ba.ndi.ka.nwa
bandikagurwa;kwandika;three;pl;present;passive;indicative;frequentative;to write;bandikagurwa;perfective;present;.ba.ndi.ka.gu.rwa.;ba.ndi.ka.gu.rwa
bandikururwa;kwandika;three;pl;present;passive;indicative;iterative;to write;bandikururwa;perfective;present;.ba.ndi.ku.ru.rwa.;ba.ndi.ku.ru.rwa
bandikurwa;kwandika;three;pl;present;passive;indicative;reversive;to write;bandikurwa;perfective;present;.ba.ndi.ku.rwa.;ba.ndi.ku.rwa
nandikwe;kwandika;one;sg;present;passive;subjunctive;neutral;to write;nandikwe;perfective;present;.na.ndi.kwe.;na.ndi.kwe
nandikishwe;kwandika;one;sg;present;passive;subjunctive;causative;to write;nandikishwe;perfective;present;.na.ndi.ki.shwe.;na.ndi.ki.shwe
nandikirwe;kwandika;one;sg;present;passive;subjunctive;applicative;to write;nandikirwe;perfective;present;.na.ndi.ki.rwe.;na.ndi.ki.rwe
nandikanwe;kwandika;one;sg;present;passive;subjunctive;comitative;to write;nandikanwe;perfective;present;.na.ndi.ka.nwe.;na.ndi.ka.nwe
nandikagurwe;kwandika;one;sg;present;passive;subjunctive;frequentative;to write;nandikagurwe;perfective;present;.na.ndi.ka.gu.rwe.;na.ndi.ka.gu.rwe
nandikururwe;kwandika;one;sg;present;passive;subjunctive;iterative;to write;nandikururwe;perfective;present;.na.ndi.ku.ru.rwe.;na.ndi.ku.ru.rwe
nandikurwe;kwandika;one;sg;present;passive;subjunctive;reversive;to write;nandikurwe;perfective;present;.na.ndi.ku.rwe.;na.ndi.ku.rwe
wandikwe;kwandika;two;sg;present;passive;subjunctive;neutral;to write;wandikwe;perfective;present;.wa.ndi.kwe.;wa.ndi.kwe
wandikishwe;kwandika;two;sg;present;passive;subjunctive;causative;to write;wandikishwe;perfective;present;.wa.ndi.ki.shwe.;wa.ndi.ki.shwe
wandikirwe;kwandika;two;sg;present;passive;subjunctive;applicative;to write;wandikirwe;perfective;present;.wa.ndi.ki.rwe.;wa.ndi.ki.rwe
wandikanwe;kwandika;two;sg;present;passive;subjunctive;comitative;to write;wandikanwe;perfective;present;.wa.ndi.ka.nwe.;wa.ndi.ka.nwe
wandikagurwe;kwandika;two;sg;present;passive;subjunctive;frequentative;to write;wandikagurwe;perfective;present;.wa.ndi.ka.gu.rwe.;wa.ndi.ka.gu.rwe
wandikururwe;kwandika;two;sg;present;passive;subjunctive;iterative;to write;wandikururwe;perfective;present;.wa.ndi.ku.ru.rwe.;wa.ndi.ku.ru.rwe
wandikurwe;kwandika;two;sg;present;passive;subjunctive;reversive;to write;wandikurwe;perfective;present;.wa.ndi.ku.rwe.;wa.ndi.ku.rwe
yandikwe;kwandika;three;sg;present;passive;subjunctive;neutral;to write;yandikwe;perfective;present;.ya.ndi.kwe.;ya.ndi.kwe
yandikishwe;kwandika;three;sg;present;passive;subjunctive;causative;to write;yandikishwe;perfective;present;.ya.ndi.ki.shwe.;ya.ndi.ki.shwe
yandikirwe;kwandika;three;sg;present;passive;subjunctive;applicative;to write;yandikirwe;perfective;present;.ya.ndi.ki.rwe.;ya.ndi.ki.rwe
yandikanwe;kwandika;three;sg;present;passive;subjunctive;comitative;to write;yandikanwe;perfective;present;.ya.ndi.ka.nwe.;ya.ndi.ka.nwe
yandikagurwe;kwandika;three;sg;present;passive;subjunctive;frequentative;to write;yandikagurwe;perfective;present;.ya.ndi.ka.gu.rwe.;ya.ndi.ka.gu.rwe
yandikururwe;kwandika;three;sg;present;passive;subjunctive;iterative;to write;yandikururwe;perfective;present;.ya.ndi.ku.ru.rwe.;ya.ndi.ku.ru.rwe
yandikurwe;kwandika;three;sg;present;passive;subjunctive;reversive;to write;yandikurwe;perfective;present;.ya.ndi.ku.rwe.;ya.ndi.ku.rwe
twandikwe;kwandika;one;pl;present;passive;subjunctive;neutral;to write;twandikwe;perfective;present;.twa.ndi.kwe.;twa.ndi.kwe
twandikishwe;kwandika;one;pl;present;passive;subjunctive;causative;to write;twandikishwe;perfective;present;.twa.ndi.ki.shwe.;twa.ndi.ki.shwe
twandikirwe;kwandika;one;pl;present;passive;subjunctive;applicative;to write;twandikirwe;perfective;present;.twa.ndi.ki.rwe.;twa.ndi.ki.rwe
twandikanwe;kwandika;one;pl;present;passive;subjunctive;comitative;to write;twandikanwe;perfective;present;.twa.ndi.ka.nwe.;twa.ndi.ka.nwe
twandikagurwe;kwandika;one;pl;present;passive;subjunctive;frequentative;to write;twandikagurwe;perfective;present;.twa.ndi.ka.gu.rwe.;twa.ndi.ka.gu.rwe
twandikururwe;kwandika;one;pl;present;passive;subjunctive;iterative;to write;twandikururwe;perfective;present;.twa.ndi.ku.ru.rwe.;twa.ndi.ku.ru.rwe
twandikurwe;kwandika;one;pl;present;passive;subjunctive;reversive;to write;twandikurwe;perfective;present;.twa.ndi.ku.rwe.;twa.ndi.ku.rwe
mwandikwe;kwandika;two;pl;present;passive;subjunctive;neutral;to write;mwandikwe;perfective;present;.mwa.ndi.kwe.;mwa.ndi.kwe
mwandikishwe;kwandika;two;pl;present;passive;subjunctive;causative;to write;mwandikishwe;perfective;present;.mwa.ndi.ki.shwe.;mwa.ndi.ki.shwe
mwandikirwe;kwandika;two;pl;present;passive;subjunctive;applicative;to write;mwandikirwe;perfective;present;.mwa.ndi.ki.rwe.;mwa.ndi.ki.rwe
mwandikanwe;kwandika;two;pl;present;passive;subjunctive;comitative;to write;mwandikanwe;perfective;present;.mwa.ndi.ka.nwe.;mwa.ndi.ka.nwe
mwandikagurwe;kwandika;two;pl;present;passive;subjunctive;frequentative;to write;mwandikagurwe;perfective;present;.mwa.ndi.ka.gu.rwe.;mwa.ndi.ka.gu.rwe
mwandikururwe;kwandika;two;pl;present;passive;subjunctive;iterative;to write;mwandikururwe;perfective;present;.mwa.ndi.ku.ru.rwe.;mwa.ndi.ku.ru.rwe
mwandikurwe;kwandika;two;pl;present;passive;subjunctive;reversive;to write;mwandikurwe;perfective;present;.mwa.ndi.ku.rwe.;mwa.ndi.ku.rwe
bandikwe;kwandika;three;pl;present;passive;subjunctive;neutral;to write;bandikwe;perfective;present;.ba.ndi.kwe.;ba.ndi.kwe
bandikishwe;kwandika;three;pl;present;passive;subjunctive;causative;to write;bandikishwe;perfective;present;.ba.ndi.ki.shwe.;ba.ndi.ki.shwe
bandikirwe;kwandika;three;pl;present;passive;subjunctive;applicative;to write;bandikirwe;perfective;present;.ba.ndi.ki.rwe.;ba.ndi.ki.rwe
bandikanwe;kwandika;three;pl;present;passive;subjunctive;comitative;to write;bandikanwe;perfective;present;.ba.ndi.ka.nwe.;ba.ndi.ka.nwe
bandikagurwe;kwandika;three;pl;present;passive;subjunctive;frequentative;to write;bandikagurwe;perfective;present;.ba.ndi.ka.gu.rwe.;ba.ndi.ka.gu.rwe
bandikururwe;kwandika;three;pl;present;passive;subjunctive;iterative;to write;bandikururwe;perfective;present;.ba.ndi.ku.ru.rwe.;ba.ndi.ku.ru.rwe
bandikurwe;kwandika;three;pl;present;passive;subjunctive;reversive;to write;bandikurwe;perfective;present;.ba.ndi.ku.rwe.;ba.ndi.ku.rwe
andikwa;kwandika;two;sg;present;passive;imperative;neutral;to write;andikwa;perfective;present;.a.ndi.kwa.;a.ndi.kwa
andikishwa;kwandika;two;sg;present;passive;imperative;causative;to write;andikishwa;perfective;present;.a.ndi.ki.shwa.;a.ndi.ki.shwa
andikirwa;kwandika;two;sg;present;passive;imperative;applicative;to write;andikirwa;perfective;present;.a.ndi.ki.rwa.;a.ndi.ki.rwa
andikanwa;kwandika;two;sg;present;passive;imperative;comitative;to write;andikanwa;perfective;present;.a.ndi.ka.nwa.;a.ndi.ka.nwa
andikagurwa;kwandika;two;sg;present;passive;imperative;frequentative;to write;andikagurwa;perfective;present;.a.ndi.ka.gu.rwa.;a.ndi.ka.gu.rwa
andikururwa;kwandika;two;sg;present;passive;imperative;iterative;to write;andikururwa;perfective;present;.a.ndi.ku.ru.rwa.;a.ndi.ku.ru.rwa
andikurwa;kwandika;two;sg;present;passive;imperative;reversive;to write;andikurwa;perfective;present;.a.ndi.ku.rwa.;a.ndi.ku.rwa
nimwandikwe;kwandika;two;pl;present;passive;imperative;neutral;to write;nimwandikwe;perfective;present;.ni.mwa.ndi.kwe.;ni.mwa.ndi.kwe
nimwandikishwe;kwandika;two;pl;present;passive;imperative;causative;to write;nimwandikishwe;perfective;present;.ni.mwa.ndi.ki.shwe.;ni.mwa.ndi.ki.shwe
nimwandikirwe;kwandika;two;pl;present;passive;imperative;applicative;to write;nimwandikirwe;perfective;present;.ni.mwa.ndi.ki.rwe.;ni.mwa.ndi.ki.rwe
nimwandikanwe;kwandika;two;pl;present;passive;imperative;comitative;to write;nimwandikanwe;perfective;present;.ni.mwa.ndi.ka.nwe.;ni.mwa.ndi.ka.nwe
nimwandikagurwe;kwandika;two;pl;present;passive;imperative;frequentative;to write;nimwandikagurwe;perfective;present;.ni.mwa.ndi.ka.gu.rwe.;ni.mwa.ndi.ka.gu.rwe
nimwandikururwe;kwandika;two;pl;present;passive;imperative;iterative;to write;nimwandikururwe;perfective;present;.ni.mwa.ndi.ku.ru.rwe.;ni.mwa.ndi.ku.ru.rwe
nimwandikurwe;kwandika;two;pl;present;passive;imperative;reversive;to write;nimwandikurwe;perfective;present;.ni.mwa.ndi.ku.rwe.;ni.mwa.ndi.ku.rwe
nandikaga;kwandika;one;sg;past cont;active;indicative;neutral;to write;nandikaga;imperfective;past;.na.ndi.ka.ga.;na.ndi.ka.ga
nandikishaga;kwandika;one;sg;past cont;active;indicative;causative;to write;nandikishaga;imperfective;past;.na.ndi.ki.sha.ga.;na.ndi.ki.sha.ga
nandikiraga;kwandika;one;sg;past cont;active;indicative;applicative;to write;nandikiraga;imperfective;past;.na.ndi.ki.ra.ga.;na.ndi.ki.ra.ga
nandikanaga;kwandika;one;sg;past cont;active;indicative;comitative;to write;nandikanaga;imperfective;past;.na.ndi.ka.na.ga.;na.ndi.ka.na.ga
nandikaguraga;kwandika;one;sg;past cont;active;indicative;frequentative;to write;nandikaguraga;imperfective;past;.na.ndi.ka.gu.ra.ga.;na.ndi.ka.gu.ra.ga
nandikururaga;kwandika;one;sg;past cont;active;indicative;iterative;to write;nandikururaga;imperfective;past;.na.ndi.ku.ru.ra.ga.;na.ndi.ku.ru.ra.ga
nandikuraga;kwandika;one;sg;past cont;active;indicative;reversive;to write;nandikuraga;imperfective;past;.na.ndi.ku.ra.ga.;na.ndi.ku.ra.ga
wandikaga;kwandika;two;sg;past cont;active;indicative;neutral;to write;wandikaga;imperfective;past;.wa.ndi.ka.ga.;wa.ndi.ka.ga
wandikishaga;kwandika;two;sg;past cont;active;indicative;causative;to write;wandikishaga;imperfective;past;.wa.ndi.ki.sha.ga.;wa.ndi.ki.sha.ga
wandikiraga;kwandika;two;sg;past cont;active;indicative;applicative;to write;wandikiraga;imperfective;past;.wa.ndi.ki.ra.ga.;wa.ndi.ki.ra.ga
wandikanaga;kwandika;two;sg;past cont;active;indicative;comitative;to write;wandikanaga;imperfective;past;.wa.ndi.ka.na.ga.;wa.ndi.ka.na.ga
wandikaguraga;kwandika;two;sg;past cont;active;indicative;frequentative;to write;wandikaguraga;imperfective;past;.wa.ndi.ka.gu.ra.ga.;wa.ndi.ka.gu.ra.ga
wandikururaga;kwandika;two;sg;past cont;active;indicative;iterative;to write;wandikururaga;imperfective;past;.wa.ndi.ku.ru.ra.ga.;wa.ndi.ku.ru.ra.ga
wandikuraga;kwandika;two;sg;past cont;active;indicative;reversive;to write;wandikuraga;imperfective;past;.wa.ndi.ku.ra.ga.;wa.ndi.ku.ra.ga
yandikaga;kwandika;three;sg;past cont;active;indicative;neutral;to write;yandikaga;imperfective;past;.ya.ndi.ka.ga.;ya.ndi.ka.ga
yandikishaga;kwandika;three;sg;past cont;active;indicative;causative;to write;yandikishaga;imperfective;past;.ya.ndi.ki.sha.ga.;ya.ndi.ki.sha.ga
yandikiraga;kwandika;three;sg;past cont;active;indicative;applicative;to write;yandikiraga;imperfective;past;.ya.ndi.ki.ra.ga.;ya.ndi.ki.ra.ga
yandikanaga;kwandika;three;sg;past cont;active;indicative;comitative;to write;yandikanaga;imperfective;past;.ya.ndi.ka.na.ga.;ya.ndi.ka.na.ga
yandikaguraga;kwandika;three;sg;past cont;active;indicative;frequentative;to write;yandikaguraga;imperfective;past;.ya.ndi.ka.gu.ra.ga.;ya.ndi.ka.gu.ra.ga
yandikururaga;kwandika;three;sg;past cont;active;indicative;iterative;to write;yandikururaga;imperfective;past;.ya.ndi.ku.ru.ra.ga.;ya.ndi.ku.ru.ra.ga
yandikuraga;kwandika;three;sg;past cont;active;indicative;reversive;to write;yandikuraga;imperfective;past;.ya.ndi.ku.ra.ga.;ya.ndi.ku.ra.ga
twandikaga;kwandika;one;pl;past cont;active;indicative;neutral;to write;twandikaga;imperfective;past;.twa.ndi.ka.ga.;twa.ndi.ka.ga
twandikishaga;kwandika;one;pl;past cont;active;indicative;causative;to write;twandikishaga;imperfective;past;.twa.ndi.ki.sha.ga.;twa.ndi.ki.sha.ga
twandikiraga;kwandika;one;pl;past cont;active;indicative;applicative;to write;twandikiraga;imperfective;past;.twa.ndi.ki.ra.ga.;twa.ndi.ki.ra.ga
twandikanaga;kwandika;one;pl;past cont;active;indicative;comitative;to write;twandikanaga;imperfective;past;.twa.ndi.ka.na.ga.;twa.ndi.ka.na.ga
twandikaguraga;kwandika;one;pl;past cont;active;indicative;frequentative;to write;twandikaguraga;imperfective;past;.twa.ndi.ka.gu.ra.ga.;twa.ndi.ka.gu.ra.ga
twandikururaga;kwandika;one;pl;past cont;active;indicative;iterative;to write;twandikururaga;imperfective;past;.twa.ndi.ku.ru.ra.ga.;twa.ndi.ku.ru.ra.ga
twandikuraga;kwandika;one;pl;past cont;active;indicative;reversive;to write;twandikuraga;imperfective;past;.twa.ndi.ku.ra.ga.;twa.ndi.ku.ra.ga
mwandikaga;kwandika;two;pl;past cont;active;indicative;neutral;to write;mwandikaga;imperfective;past;.mwa.ndi.ka.ga.;mwa.ndi.ka.ga
mwandikishaga;kwandika;two;pl;past cont;active;indicative;causative;to write;mwandikishaga;imperfective;past;.mwa.ndi.ki.sha.ga.;mwa.ndi.ki.sha.ga
mwandikiraga;kwandika;two;pl;past cont;active;indicative;applicative;to write;mwandikiraga;imperfective;past;.mwa.ndi.ki.ra.ga.;mwa.ndi.ki.ra.ga
mwandikanaga;kwandika;two;pl;past cont;active;indicative;comitative;to write;mwandikanaga;imperfective;past;.mwa.ndi.ka.na.ga.;mwa.ndi.ka.na.ga
mwandikaguraga;kwandika;two;pl;past cont;active;indicative;frequentative;to write;mwandikaguraga;imperfective;past;.mwa.ndi.ka.gu.ra.ga.;mwa.ndi.ka.gu.ra.ga
mwandikururaga;kwandika;two;pl;past cont;active;indicative;iterative;to write;mwandikururaga;imperfective;past;.mwa.ndi.ku.ru.ra.ga.;mwa.ndi.ku.ru.ra.ga
mwandikuraga;kwandika;two;pl;past cont;active;indicative;reversive;to write;mwandikuraga;imperfective;past;.mwa.ndi.ku.ra.ga.;mwa.ndi.ku.ra.ga
bandikaga;kwandika;three;pl;past cont;active;indicative;neutral;to write;bandikaga;imperfective;past;.ba.ndi.ka.ga.;ba.ndi.ka.ga
bandikishaga;kwandika;three;pl;past cont;active;indicative;causative;to write;bandikishaga;imperfective;past;.ba.ndi.ki.sha.ga.;ba.ndi.ki.sha.ga
bandikiraga;kwandika;three;pl;past cont;active;indicative;applicative;to write;bandikiraga;imperfective;past;.ba.ndi.ki.ra.ga.;ba.ndi.ki.ra.ga
bandikanaga;kwandika;three;pl;past cont;active;indicative;comitative;to write;bandikanaga;imperfective;past;.ba.ndi.ka.na.ga.;ba.ndi.ka.na.ga
bandikaguraga;kwandika;three;pl;past cont;active;indicative;frequentative;to write;bandikaguraga;imperfective;past;.ba.ndi.ka.gu.ra.ga.;ba.ndi.ka.gu.ra.ga
bandikururaga;kwandika;three;pl;past cont;active;indicative;iterative;to write;bandikururaga;imperfective;past;.ba.ndi.ku.ru.ra.ga.;ba.ndi.ku.ru.ra.ga
bandikuraga;kwandika;three;pl;past cont;active;indicative;reversive;to write;bandikuraga;imperfective;past;.ba.ndi.ku.ra.ga.;ba.ndi.ku.ra.ga
nandikwaga;kwandika;one;sg;past cont;passive;indicative;neutral;to write;nandikwaga;imperfective;past;.na.ndi.kwa.ga.;na.ndi.kwa.ga
nandikishwaga;kwandika;one;sg;past cont;passive;indicative;causative;to write;nandikishwaga;imperfective;past;.na.ndi.ki.shwa.ga.;na.ndi.ki.shwa.ga
nandikirwaga;kwandika;one;sg;past cont;passive;indicative;applicative;to write;nandikirwaga;imperfective;past;.na.ndi.ki.rwa.ga.;na.ndi.ki.rwa.ga
nandikanwaga;kwandika;one;sg;past cont;passive;indicative;comitative;to write;nandikanwaga;imperfective;past;.na.ndi.ka.nwa.ga.;na.ndi.ka.nwa.ga
nandikagurwaga;kwandika;one;sg;past cont;passive;indicative;frequentative;to write;nandikagurwaga;imperfective;past;.na.ndi.ka.gu.rwa.ga.;na.ndi.ka.gu.rwa.ga
nandikururwaga;kwandika;one;sg;past cont;passive;indicative;iterative;to write;nandikururwaga;imperfective;past;.na.ndi.ku.ru.rwa.ga.;na.ndi.ku.ru.rwa.ga
nandikurwaga;kwandika;one;sg;past cont;passive;indicative;reversive;to write;nandikurwaga;imperfective;past;.na.ndi.ku.rwa.ga.;na.ndi.ku.rwa.ga
wandikwaga;kwandika;two;sg;past cont;passive;indicative;neutral;to write;wandikwaga;imperfective;past;.wa.ndi.kwa.ga.;wa.ndi.kwa.ga
wandikishwaga;kwandika;two;sg;past cont;passive;indicative;causative;to write;wandikishwaga;imperfective;past;.wa.ndi.ki.shwa.ga.;wa.ndi.ki.shwa.ga
wandikirwaga;kwandika;two;sg;past cont;passive;indicative;applicative;to write;wandikirwaga;imperfective;past;.wa.ndi.ki.rwa.ga.;wa.ndi.ki.rwa.ga
wandikanwaga;kwandika;two;sg;past cont;passive;indicative;comitative;to write;wandikanwaga;imperfective;past;.wa.ndi.ka.nwa.ga.;wa.ndi.ka.nwa.ga
wandikagurwaga;kwandika;two;sg;past cont;passive;indicative;frequentative;to write;wandikagurwaga;imperfective;past;.wa.ndi.ka.gu.rwa.ga.;wa.ndi.ka.gu.rwa.ga
wandikururwaga;kwandika;two;sg;past cont;passive;indicative;iterative;to write;wandikururwaga;imperfective;past;.wa.ndi.ku.ru.rwa.ga.;wa.ndi.ku.ru.rwa.ga
wandikurwaga;kwandika;two;sg;past cont;passive;indicative;reversive;to write;wandikurwaga;imperfective;past;.wa.ndi.ku.rwa.ga.;wa.ndi.ku.rwa.ga
yandikwaga;kwandika;three;sg;past cont;passive;indicative;neutral;to write;yandikwaga;imperfective;past;.ya.ndi.kwa.ga.;ya.ndi.kwa.ga
yandikishwaga;kwandika;three;sg;past cont;passive;indicative;causative;to write;yandikishwaga;imperfective;past;.ya.ndi.ki.shwa.ga.;ya.ndi.ki.shwa.ga
yandikirwaga;kwandika;three;sg;past cont;passive;indicative;applicative;to write;yandikirwaga;imperfective;past;.ya.ndi.ki.rwa.ga.;ya.ndi.ki.rwa.ga
yandikanwaga;kwandika;three;sg;past cont;passive;indicative;comitative;to write;yandikanwaga;imperfective;past;.ya.ndi.ka.nwa.ga.;ya.ndi.ka.nwa.ga
yandikagurwaga;kwandika;three;sg;past cont;passive;indicative;frequentative;to write;yandikagurwaga;imperfective;past;.ya.ndi.ka.gu.rwa.ga.;ya.ndi.ka.gu.rwa.ga
yandikururwaga;kwandika;three;sg;past cont;passive;indicative;iterative;to write;yandikururwaga;imperfective;past;.ya.ndi.ku.ru.rwa.ga.;ya.ndi.ku.ru.rwa.ga
yandikurwaga;kwandika;three;sg;past cont;passive;indicative;reversive;to write;yandikurwaga;imperfective;past;.ya.ndi.ku.rwa.ga.;ya.ndi.ku.rwa.ga
twandikwaga;kwandika;one;pl;past cont;passive;indicative;neutral;to write;twandikwaga;imperfective;past;.twa.ndi.kwa.ga.;twa.ndi.kwa.ga
twandikishwaga;kwandika;one;pl;past cont;passive;indicative;causative;to write;twandikishwaga;imperfective;past;.twa.ndi.ki.shwa.ga.;twa.ndi.ki.shwa.ga
twandikirwaga;kwandika;one;pl;past cont;passive;indicative;applicative;to write;twandikirwaga;imperfective;past;.twa.ndi.ki.rwa.ga.;twa.ndi.ki.rwa.ga
twandikanwaga;kwandika;one;pl;past cont;passive;indicative;comitative;to write;twandikanwaga;imperfective;past;.twa.ndi.ka.nwa.ga.;twa.ndi.ka.nwa.ga
twandikagurwaga;kwandika;one;pl;past cont;passive;indicative;frequentative;to write;twandikagurwaga;imperfective;past;.twa.ndi.ka.gu.rwa.ga.;twa.ndi.ka.gu.rwa.ga
twandikururwaga;kwandika;one;pl;past cont;passive;indicative;iterative;to write;twandikururwaga;imperfective;past;.twa.ndi.ku.ru.rwa.ga.;twa.ndi.ku.ru.rwa.ga
twandikurwaga;kwandika;one;pl;past cont;passive;indicative;reversive;to write;twandikurwaga;imperfective;past;.twa.ndi.ku.rwa.ga.;twa.ndi.ku.rwa.ga
mwandikwaga;kwandika;two;pl;past cont;passive;indicative;neutral;to write;mwandikwaga;imperfective;past;.mwa.ndi.kwa.ga.;mwa.ndi.kwa.ga
mwandikishwaga;kwandika;two;pl;past cont;passive;indicative;causative;to write;mwandikishwaga;imperfective;past;.mwa.ndi.ki.shwa.ga.;mwa.ndi.ki.shwa.ga
mwandikirwaga;kwandika;two;pl;past cont;passive;indicative;applicative;to write;mwandikirwaga;imperfective;past;.mwa.ndi.ki.rwa.ga.;mwa.ndi.ki.rwa.ga
mwandikanwaga;kwandika;two;pl;past cont;passive;indicative;comitative;to write;mwandikanwaga;imperfective;past;.mwa.ndi.ka.nwa.ga.;mwa.ndi.ka.nwa.ga
mwandikagurwaga;kwandika;two;pl;past cont;passive;indicative;frequentative;to write;mwandikagurwaga;imperfective;past;.mwa.ndi.ka.gu.rwa.ga.;mwa.ndi.ka.gu.rwa.ga
mwandikururwaga;kwandika;two;pl;past cont;passive;indicative;iterative;to write;mwandikururwaga;imperfective;past;.mwa.ndi.ku.ru.rwa.ga.;mwa.ndi.ku.ru.rwa.ga
mwandikurwaga;kwandika;two;pl;past cont;passive;indicative;reversive;to write;mwandikurwaga;imperfective;past;.mwa.ndi.ku.rwa.ga.;mwa.ndi.ku.rwa.ga
bandikwaga;kwandika;three;pl;past cont;passive;indicative;neutral;to write;bandikwaga;imperfective;past;.ba.ndi.kwa.ga.;ba.ndi.kwa.ga
